Storekey,Country,City,Total_Sales
0,Germany,Neuenmarkt,511.8300018310547
39,United Kingdom,GARFORD,511.4600076675415
36,United Kingdom,AVIEMORE,511.37001037597656
66,United States,Criders Corners,511.2300052642822
47,United States,Portage,511.07998299598694
39,United Kingdom,POLLDUBH,511.0300147533417
36,United Kingdom,SHARDLOW,510.9300203323364
34,Netherlands,Uithuizen,510.8799991607666
0,Germany,Bad Sülze,510.80998706817627
43,United States,Baltimore,510.68997955322266
5,Australia,BOOROLITE,510.6799955368042
41,United Kingdom,MEDMENHAM,510.5200037956238
0,Italy,Anguillara Sabazia,510.3000183105469
37,United Kingdom,HENGRAVE,510.2699909210205
27,Germany,Lützen,510.2299966812134
40,United Kingdom,GADDESBY,510.06001472473145
41,United Kingdom,COOKSHILL,509.970006942749
54,United States,Ashburn,509.89999771118164
8,Canada,Grand Centre,509.8500061035156
42,United Kingdom,SAXMUNDHAM,509.7999973297119
48,United States,Dorchester,509.7999954223633
5,Australia,UPPER YARRAMAN,509.74000549316406
5,Australia,GINDORAN,509.7200012207031
4,Australia,EMPIRE BAY,509.7200012207031
9,Canada,Vidir,509.7200012207031
28,Italy,Viconovo,509.7200012207031
30,Italy,San Marzano Oliveto,509.7200012207031
39,United Kingdom,PONDERSBRIDGE,509.7200012207031
37,United Kingdom,THEAKSTON,509.7200012207031
0,United Kingdom,Newport,509.7200012207031
0,United Kingdom,DALESS,509.7200012207031
63,United States,Enid,509.7200012207031
50,United States,Southern Pines,509.7200012207031
48,United States,Ocala,509.7200012207031
43,United States,Frisco,509.7200012207031
9,Canada,Milton,509.57000732421875
57,United States,French Settlement,509.47998809814453
40,United Kingdom,BOLTON BRIDGE,509.45999336242676
38,United Kingdom,WEST PERRY,509.07000732421875
55,United States,Torrance,508.9500045776367
33,Netherlands,Almelo,508.9400157928467
0,United Kingdom,COLESHILL,508.93997955322266
43,United States,Toms River,508.8899917602539
27,Germany,Stuttgart Süd,508.88002014160156
37,United Kingdom,SYRE,508.5599980354309
42,United Kingdom,LOWER WYCHE,508.4699954986572
10,Canada,Port Franks,508.3500051498413
0,United States,Eagan,508.1900100708008
20,Germany,Reinbek,507.91998291015625
0,United Kingdom,WHINBURGH,507.91998291015625
41,United Kingdom,WILCOTT,507.91998291015625
0,United Kingdom,CHALTON,507.3700065612793
33,Netherlands,Veenendaal,507.2999954223633
37,United Kingdom,HUTTON BONVILLE,507.270001411438
0,United Kingdom,FULFORD,507.23999881744385
39,United Kingdom,SPEYVIEW,507.23999786376953
0,United States,Searcy,507.2200012207031
38,United Kingdom,ALDERLEY EDGE,507.2100076675415
0,Germany,Wilstedt,506.9399871826172
63,United States,Dayton,506.90000915527344
55,United States,Lawton,506.7099895477295
43,United States,Ridgeway,506.50000381469727
1,Australia,FLINDERS VIEW,506.0300121307373
36,United Kingdom,WOTTON,505.8500061035156
66,United States,Metairie,505.8500061035156
45,United States,Oakhurst,505.5199966430664
1,Australia,TENNYSON,505.510009765625
24,Germany,Babenhausen,504.91998291015625
0,Germany,Roden,504.88001251220703
31,Netherlands,Erica,504.81000328063965
42,United Kingdom,LATCHINGDON,504.7999954223633
40,United Kingdom,WITTON GILBERT,504.6600112915039
0,United Kingdom,ST IVES,504.5999917984009
9,Canada,Delhi,504.56998348236084
65,United States,Orange City,504.5600161552429
55,United States,Grand Prairie,504.4599914550781
62,United States,Freehold,504.1799964904785
0,Netherlands,Joure,503.90999603271484
29,Italy,Arabona,503.85001373291016
0,United States,Rutherfordton,503.68999099731445
63,United States,Waco,503.6099853515625
9,Canada,Mission,503.6000061035156
43,United States,Kenner,503.59999561309814
0,United States,Auberry,503.5800018310547
41,United Kingdom,SWINDERBY,503.3500061035156
0,United States,Edgewood,503.2400093078613
0,Italy,San Vittore Olona,503.18999099731445
39,United Kingdom,KINGSWOOD,503.1899871826172
24,Germany,Steinfeld,503.11001205444336
43,United States,Sunnyvale,502.5800108909607
56,United States,Port Angeles,502.5299987792969
64,United States,Port Jefferson Stati,502.4299964904785
65,United States,Acton,502.07998275756836
49,United States,Marietta,502.0200004577637
51,United States,Savannah,501.98999977111816
61,United States,Mira Loma,501.9500079154968
0,Canada,Kirkland Lake,501.79002380371094
44,United States,El Paso,501.739990234375
36,United Kingdom,RIVER BANK,501.66000747680664
63,United States,Stephenville,501.1599884033203
0,United States,North Miami,501.1099901199341
55,United States,Cankton,501.01001167297363
55,United States,Kansas City,500.73999977111816
0,United States,Winnebago,500.32999992370605
40,United Kingdom,BOHORTHA,500.10000228881836
54,United States,Danvers,499.89999771118164
56,United States,Lansing,499.68001556396484
42,United Kingdom,NETTLECOMBE,499.5999927520752
65,United States,Cicero,499.5900192260742
5,Australia,ANTHONY,499.55999755859375
33,Netherlands,Rotterdam,499.5
23,Germany,Hamburg Stellingen,499.4800109863281
55,United States,Gardena,499.14998626708984
64,United States,Fruitland,499.13000869750977
48,United States,Northbrook,499.11999320983887
22,Germany,Frauenneuharting,498.78000259399414
19,Germany,Bosbüll,498.62998962402344
41,United Kingdom,MARSH,498.59999084472656
41,United Kingdom,PEASLAKE,498.189998626709
21,Germany,Lüdenscheid Brügge,498.13998794555664
62,United States,Muscoy,497.4599914550781
57,United States,East Liverpool,497.2099914550781
51,United States,Birmingham,497.0899848937988
29,Italy,Attimis,496.9800109863281
0,Netherlands,IJzendoorn,496.89998626708984
5,Australia,TAMBAROORA,496.85999870300293
47,United States,Tampico,496.6400089263916
22,Germany,Duisburg,496.64000511169434
29,Italy,Chia,496.63000297546387
43,United States,Wellston,496.61997985839844
50,United States,Andover,496.61997985839844
65,United States,Lahoma,496.19998931884766
0,Italy,Campagnola,496.12998962402344
37,United Kingdom,KIRKHILL,496.0299987792969
36,United Kingdom,EDALE,496.01000022888184
0,United States,Plantation,495.97999572753906
66,United States,Buffalo,495.86999130249023
22,Germany,Kulmbach,495.83998250961304
66,United States,Chattanooga,495.53999614715576
51,United States,Orono,495.3099956512451
0,United Kingdom,MELVERLEY,495.29998779296875
66,United States,Boca Raton,495.239990234375
53,United States,Terrell,495.1399955749512
40,United Kingdom,CRAIG-Y-NOS,495.1100044250488
37,United Kingdom,Brooks,495.0399971008301
38,United Kingdom,NANSTALLON,494.880006313324
5,Australia,LARRAKEYAH,494.79998779296875
36,United Kingdom,WOLL,494.79998779296875
45,United States,Hemlock,494.44000816345215
8,Canada,Herschel,494.2800045013428
43,United States,Willow,494.0199890136719
0,United Kingdom,COMBE ST NICHOLAS,493.8900146484375
56,United States,St Louis,493.8900146484375
0,Germany,Lorch,493.74000549316406
10,Canada,Welland,493.63000106811523
0,United States,Havelock,492.9599914550781
0,United Kingdom,KEMERTON,492.3899974822998
10,Canada,Fort St John,492.3700113296509
54,United States,Whitesville,492.1100044250488
4,Australia,MELAWONDI,492.10998916625977
61,United States,Charlotte,492.0299987792969
24,Germany,Bad Soden am Taunus,491.9799978733063
48,United States,New Brunswick,491.8600082397461
0,United States,Anniston,491.66000175476074
40,United Kingdom,SAUGHALL MASSIE,491.5500030517578
0,Australia,KILBIRNIE,491.3699836730957
5,Australia,DUCKINWILLA,491.26000118255615
48,United States,Merchantville,491.1199951171875
55,United States,Crystal Lake,490.80001068115234
5,Australia,CARWELL,490.3499984741211
0,United States,Wyandotte,490.3499984741211
14,France,MONTFERMEIL,490.2299847602844
0,United Kingdom,EDITHMEAD,489.92999839782715
0,United States,Lancaster,489.7400016784668
44,United States,Union,489.739990234375
0,France,DOUAI,489.67000555992126
37,United Kingdom,KINLET,489.54000663757324
21,Germany,Bad Schwartau,489.4499816894531
30,Italy,Parona Di Valpolicella,489.3899908065796
57,United States,Jackson,489.3600101470947
0,Australia,UPPER BLESSINGTON,489.3300018310547
66,United States,Fruitland,489.2799987792969
54,United States,Bluegrass,489.2799987792969
9,Canada,Brock,489.18000316619873
56,United States,Troy,489.0600242614746
39,United Kingdom,WOODMANCOTE,488.87999868392944
61,United States,Biloxi,488.8200135231018
1,Australia,SEVERNLEA,488.70001220703125
0,Canada,Seeleys Bay,488.70001220703125
27,Germany,Waldaschaff,488.70001220703125
37,United Kingdom,GILBERDYKE,488.70001220703125
57,United States,Robinson,488.70001220703125
62,United States,Elizabethtown,488.70001220703125
51,United States,Fresno,488.58998107910156
59,United States,Englewood,488.5600070953369
66,United States,Christine,488.4100036621094
39,United Kingdom,STRATHDON,488.0599937438965
51,United States,Louisville,487.699987411499
30,Italy,Lucinico,487.6900100708008
28,Italy,Dagala Del Re,487.49999237060547
39,United Kingdom,INNELLAN,487.1200180053711
51,United States,Stlouis,487.01000213623047
0,Germany,Stuttgart Süd,486.58000779151917
23,Germany,Weißenburg,486.37998962402344
15,France,ISSY-LES-MOULINEAUX,486.0199947357178
30,Italy,Cinigiano,485.8400135040283
64,United States,Anaheim,485.7999939918518
59,United States,Lubbock,485.6399974822998
26,Germany,Betzigau,485.46998405456543
0,United States,Sarona,485.4100103378296
43,United States,Brooklyn,485.330002784729
62,United States,Tampa,485.329984664917
0,United States,Ceresco,485.29998779296875
10,Canada,Fond Du Lac,485.2199897766113
5,Australia,RAINBOW,485.02001571655273
43,United States,Rockville,484.9500102996826
37,United Kingdom,BARNBARROCH,484.729998588562
39,United Kingdom,GIPPING,484.4800090789795
27,Germany,Oberasbach,484.2799987792969
4,Australia,TABULAM,483.3500061035156
0,France,PALAISEAU,483.20001220703125
20,Germany,Kaltenkirchen,483.07000160217285
49,United States,Nashville,482.97000885009766
50,United States,Boston,482.8499984741211
44,United States,Harrison,482.8199882507324
66,United States,Siesta Key,482.40000915527344
19,Germany,Weiden,482.35999870300293
56,United States,Giddings,482.27001190185547
0,United States,Sante Fe,482.2200183868408
23,Germany,Landau,482.220006942749
54,United States,Kirkwood,482.18999671936035
0,United States,Hyannis,482.0600128173828
31,Netherlands,Venray,482.0599899291992
0,United States,Aurora,481.97998046875
44,United States,Tucson,481.8199920654297
0,United Kingdom,GONFIRTH,481.7200012207031
0,United States,Cairo (Allen),481.67999935150146
13,France,VERTOU,481.65001487731934
31,Netherlands,Zeist,481.6500015258789
38,United Kingdom,NASTY,481.4700164794922
42,United Kingdom,DALMARY,481.4700164794922
48,United States,Bridgeport,481.4700164794922
65,United States,Hollywood,481.4400177001953
29,Italy,Montagna,481.3800048828125
56,United States,Albany,481.24999380111694
0,United States,Lyndhurst,481.14998626708984
59,United States,Fayetteville,481.01001167297363
57,United States,Evansville,480.8899841308594
37,United Kingdom,IBWORTH,480.49998474121094
0,Germany,Geisenheim,480.43999671936035
0,Germany,Friedrichshafen Raderach,480.40000915527344
37,United Kingdom,BRIDESTOWE,480.40000915527344
47,United States,Valentine,480.40000915527344
1,Australia,LONG FLAT,480.40000438690186
0,Australia,BUNJURGEN,480.05999851226807
0,United States,White River Junction,480.0399880409241
24,Germany,Altenmarkt,479.97999572753906
40,United Kingdom,Newton,479.300009727478
59,United States,Collinsville,479.25000762939453
57,United States,Warner Robins,479.24999237060547
9,Canada,St Paul,479.11000204086304
37,United Kingdom,NEWBY BRIDGE,479.0700149536133
0,Germany,Sommerhausen,479.01001358032227
57,United States,Independence,478.98000621795654
0,Italy,Villapiana,478.9199924468994
36,United Kingdom,PUBIL,478.8799934387207
37,United Kingdom,WEST END,478.63001251220703
22,Germany,Attendorf,478.52000093460083
30,Italy,Torchiara,478.25000762939453
62,United States,Whitestone,478.25000762939453
22,Germany,Hohenwarth,477.979998588562
14,France,VIERZON,477.90999603271484
49,United States,Sunburg,477.8999938964844
49,United States,Overland Park,477.8400077819824
39,United Kingdom,ROTTINGTON,477.41000175476074
27,Germany,Viersen Helenabrunn,477.24002265930176
64,United States,Bellevue,477.2000045776367
59,United States,Bellevue,477.1100082397461
57,United States,Bayonne,477.0999984741211
43,United States,Monroe City,476.769983291626
0,Canada,Stayner,476.4900164604187
22,Germany,Schnaittenbach,476.41999435424805
66,United States,Waldorf,476.40000915527344
10,Canada,Bourget,476.39999771118164
0,United Kingdom,GARFORD,476.39000701904297
44,United States,Angola,476.2800102233887
0,United States,Newport,476.230016708374
37,United Kingdom,TRUMPAN,475.94998931884766
64,United States,Denton,475.48998641967773
53,United States,Centralia,475.12000274658203
50,United States,Flint,475.10000228881836
0,Australia,VICTORIA PARK,475.0799901485443
0,Germany,Trebbin,474.989990234375
37,United Kingdom,HOLLAND-ON-SEA,474.98998260498047
45,United States,Stockton,474.6100025177002
28,Italy,Sant'Agata Del Bianco,474.6000061035156
0,United States,New Albany,474.5800018310547
57,United States,Troy,474.55999755859375
9,Canada,Giscome,474.5200011730194
42,United Kingdom,MUTTERTON,474.37999725341797
53,United States,San Rafael,474.22000885009766
66,United States,Eagle Pass,474.01999616622925
21,Germany,Ober-Flörsheim,473.99999237060547
0,Germany,Schauenstein,473.92998790740967
57,United States,Worthington,473.8800048828125
0,United States,Jordan,473.8600082397461
53,United States,Oakland,473.7900085449219
29,Italy,Borgio Verezzi,472.8099822998047
0,United Kingdom,HYCEMOOR,472.7799816131592
0,Netherlands,Breezand,472.6700096130371
40,United Kingdom,BRIDGEND,472.61997985839844
38,United Kingdom,KINGSLEY,472.5400094985962
63,United States,Fort Wayne,472.4500045776367
0,Germany,Schwaigen,472.4399948120117
0,Germany,Weigendorf,472.3200149536133
43,United States,Riverside,472.22998809814453
48,United States,Brighton,471.5800018310547
23,Germany,Dresden,471.38997650146484
47,United States,Matthews,471.34998321533203
64,United States,Troy,471.29000186920166
38,United Kingdom,VENN,471.22999572753906
40,United Kingdom,CWMSYMLOG,471.0499954223633
42,United Kingdom,TRINITY,471.04000186920166
38,United Kingdom,ARDINGTON,470.9200134277344
65,United States,Racine,470.9200134277344
13,France,VILLENEUVE-LA-GARENNE,470.6700096130371
50,United States,Green Bay,470.6099967956543
38,United Kingdom,HAMBLETON,470.5599889755249
24,Germany,Dockweiler,470.5399851799011
10,Canada,Lloydminster,470.0300030708313
45,United States,Deltona,470.0299987792969
16,France,SOISSONS,469.6799850463867
0,United States,Grants Pass,469.5699920654297
0,United Kingdom,BRENCHLEY,469.22999572753906
55,United States,Succasunna,469.1300048828125
0,Italy,Nesima Superiore,469.0799865722656
57,United States,Seymour,469.0599937438965
0,Australia,LESLEY,469.0400047302246
16,France,COLMAR,469.0099949836731
59,United States,Vallejo,468.93002128601074
24,Germany,Bad Salzuflen Holzhausen,468.8399963378906
37,United Kingdom,FELKINGTON,468.7299995422363
27,Germany,Niederhausen,468.6199951171875
16,France,FORBACH,468.5800018310547
59,United States,Houston,468.4599885940552
22,Germany,Naunhof,468.30999755859375
19,Germany,Kempten,468.0000023841858
54,United States,Wisconsin Dells,467.8399877548218
40,United Kingdom,ANTROBUS,467.8099994659424
24,Germany,Arnstein,467.6699981689453
30,Italy,San Prospero,467.6699981689453
30,Italy,San Mosti,467.6199951171875
36,United Kingdom,NETHERTON,467.29000556468964
66,United States,Glendale,467.0
38,United Kingdom,EAST VILLAGE,466.96000385284424
51,United States,El Toro,466.8700041770935
54,United States,Woodbine,466.74000549316406
22,Germany,Hemsbach,466.3199882507324
36,United Kingdom,BREDON,466.28998947143555
0,Australia,MOUNT RICHON,466.28997802734375
66,United States,San Simon,466.28997802734375
0,United States,Palominas,466.28997802734375
34,Netherlands,Capelle aan den IJssel,466.0400199890137
57,United States,South Ozone Park,466.0400199890137
29,Italy,Terme Vigliatore,465.7400016784668
55,United States,El Toro,465.66000747680664
27,Germany,Immenstadt,465.42999267578125
0,Australia,COWES,465.27001190185547
66,United States,Gainesville,465.2699975967407
44,United States,Orlando,465.12999057769775
5,Australia,BUMBERRAH,464.8899955749512
51,United States,Olympia,464.85000228881836
39,United Kingdom,TARLAND,464.78001499176025
19,Germany,Lehrensteinsfeld,464.77998542785645
51,United States,Trade Lake,464.6999969482422
45,United States,Roger Mills,464.1899929046631
61,United States,San Augustine,464.1599922180176
29,Italy,Villanovetta,464.02999114990234
55,United States,Weaverville,463.9299964904785
34,Netherlands,Landgraaf,463.88997650146484
8,Canada,Kitscoty,463.5899963378906
45,United States,Odessa,463.5099902153015
9,Canada,Cap Chat,463.4099979400635
0,United States,Pardeeville,463.0999870300293
41,United Kingdom,LLANISHEN,463.07000613212585
48,United States,Gooding,462.9700012207031
32,Netherlands,Tiel,462.4199981689453
32,Netherlands,Bergeijk,462.3199996948242
64,United States,Maple Shade,462.27001190185547
37,United Kingdom,CATCLEUGH,461.90999603271484
34,Netherlands,Heerhugowaard,461.870005607605
36,United Kingdom,LYMPSTONE,461.7200012207031
54,United States,West Jefferson,461.7200012207031
54,United States,Sugar Notch,461.7200012207031
39,United Kingdom,HERNER,461.6999855041504
36,United Kingdom,COSHESTON,461.3300037384033
44,United States,Willoughby,461.21999740600586
45,United States,Toledo,461.1599998474121
6,Australia,ROCKY HALL,461.11999464035034
0,United States,Lake Benton,460.9999885559082
0,United Kingdom,STEEN'S BRIDGE,460.47000312805176
37,United Kingdom,ANGMERING,460.44999599456787
26,Germany,Oerlenbach,460.38997650146484
61,United States,Bickleton,460.38997650146484
66,United States,Syracuse,460.3399829864502
0,United States,Bethlehem,460.25000190734863
0,United Kingdom,SHAVINGTON,460.1999816894531
64,United States,West Los Angeles,460.1899948120117
59,United States,Bay St Louis,459.8599853515625
42,United Kingdom,BREDON,459.8500061035156
0,United Kingdom,PUMPHERSTON,459.82000732421875
53,United States,Springfield,459.7599868774414
0,Germany,Weinähr,459.74998474121094
37,United Kingdom,TOTTERNHOE,459.6899995803833
36,United Kingdom,KINGSBURY,459.6500015258789
51,United States,Denver,459.64000511169434
42,United Kingdom,BETTWS-Y-CRWYN,459.3999938964844
38,United Kingdom,LLANLLAWDDOG,459.3999938964844
61,United States,Portage,459.3999938964844
54,United States,Newnan,459.3999938964844
64,United States,Brentwood,459.36000061035156
30,Italy,Civo,459.20001220703125
31,Netherlands,Ridderkerk,459.1899929046631
34,Netherlands,Kerkrade,459.17999267578125
47,United States,Bryan,459.1700077056885
0,Germany,Getelo,459.11999130249023
38,United Kingdom,POTARCH,458.91999435424805
56,United States,La Plata,458.8500061035156
1,Australia,NIKENBAH,458.82000732421875
19,Germany,Einöllen,458.82000732421875
0,United States,Victor,458.82000732421875
33,Netherlands,Zwaag,458.7200126647949
1,Australia,THE HILL,458.6999816894531
0,Germany,Herbstein,458.6999816894531
42,United Kingdom,CORROUR SHOOTING LODGE,458.6999816894531
50,United States,Pleasantville,458.6999816894531
63,United States,Jefferson,458.67999839782715
0,Australia,CROYDON PARK,458.6400032043457
31,Netherlands,Heiloo,458.3699903488159
10,Canada,Halifax,458.28999519348145
4,Australia,Lemont,458.22000885009766
19,Germany,Simbach,458.03997802734375
39,United Kingdom,THEDDLETHORPE ALL SAINTS,457.8999938964844
55,United States,Poughkeepsie,457.8300018310547
36,United Kingdom,ROMANBY,457.73999786376953
0,Germany,Altshausen,457.6399841308594
36,United Kingdom,SALINE,457.62000274658203
22,Germany,Ernsgaden,457.55001068115234
10,Canada,Irricana,457.5399971008301
33,Netherlands,Baarn,457.48999786376953
4,Australia,Cleveland,457.05998611450195
57,United States,Rochester,457.0099902153015
64,United States,Springfield,456.96001052856445
38,United Kingdom,AISLABY,456.79000091552734
0,United Kingdom,COOKSHILL,456.7200012207031
29,Italy,Cannigione,456.6600036621094
45,United States,Wilton,456.639986038208
44,United States,Zoneton,456.59999084472656
0,United States,Reno,456.5799980163574
44,United States,Atlantic City,456.5399980545044
1,Australia,MINJARY,456.4699897766113
0,Canada,Paris,456.24000549316406
39,United Kingdom,GALASHIELS,456.24000549316406
55,United States,Schaumburg,456.24000549316406
66,United States,Sturgeon Lake,456.24000549316406
4,Australia,SMITHTON,456.20001316070557
54,United States,Albany,455.93001556396484
36,United Kingdom,GURNARD,455.8499789237976
54,United States,Fort Collins,455.7399961948395
20,Germany,Diethardt,455.60001373291016
22,Germany,Steinach,455.50999450683594
36,United Kingdom,REGABY,455.42998695373535
62,United States,Biloxi,455.2799835205078
30,Italy,San Pietro Di Legnago,455.20999336242676
66,United States,Tukwila,454.9600076675415
30,Italy,Maciano,454.8300094604492
23,Germany,Alsdorf,454.39999771118164
23,Germany,Imsweiler,454.29000091552734
44,United States,Heber Springs,454.2300109863281
56,United States,Lyndhurst,454.2300109863281
54,United States,Appleton,453.86999130249023
20,Germany,Weiden,453.8500099182129
0,United States,Dearborn,453.7800102233887
19,Germany,Trappenkamp,453.4200134277344
51,United States,Princeton,453.3800163269043
47,United States,San Antonio,453.32000732421875
48,United States,Kenner,453.10998916625977
6,Australia,GOSFORD,452.9700012207031
38,United Kingdom,LITTLE BARNINGHAM,452.78001403808594
0,France,MULHOUSE,452.75001525878906
0,Italy,Barbarasco,452.70000171661377
19,Germany,Schauren,452.58998107910156
21,Germany,Spabrücken,452.51000595092773
42,United Kingdom,GULLANE,452.34999656677246
33,Netherlands,Halsteren,452.2900161743164
62,United States,Washington,452.1699905395508
0,United Kingdom,MAES-Y-CWMMER,452.1100196838379
27,Germany,Schirnding,452.110004901886
64,United States,Montgomery,451.9199924468994
4,Australia,BLAKEBROOK,451.5400085449219
19,Germany,Pressath,451.47999572753906
0,Germany,Nordwalde,451.17999362945557
50,United States,Englewood,450.85999584198
42,United Kingdom,MIDDLEZOY,450.65999603271484
24,Germany,Mömlingen,450.6399917602539
0,United Kingdom,ST BUDEAUX,450.3199999332428
63,United States,Saint Clairsville,450.1900100708008
8,Canada,Petawawa,450.140016078949
59,United States,Allen,450.1399955749512
37,United Kingdom,PENCOMBE,450.0099992752075
0,United Kingdom,BARLEY,449.9799976348877
0,United States,Stephenville,449.8300094604492
18,France,CHÂLONS-EN-CHAMPAGNE,449.72999572753906
0,Australia,SPOTSWOOD,449.5799961090088
22,Germany,Arnsgereuth,449.3300075531006
56,United States,Evansville,449.3000087738037
27,Germany,Böddensell,449.19999504089355
64,United States,Gaithersburg,448.7000026702881
0,Australia,JUNEE,448.6400146484375
62,United States,Mobile,448.6299934387207
36,United Kingdom,TOMNAVEN,448.59000539779663
10,Canada,Williamsburg,448.55999755859375
0,Germany,Sondershausen,448.55999755859375
24,Germany,Badenheim,448.55999755859375
0,United States,Mission,448.55999755859375
45,United States,Durham,448.53001618385315
38,United Kingdom,RHYDYMWYN,448.44000244140625
5,Australia,NORTHLAND CENTRE,448.3499937057495
44,United States,East Syracuse,448.3200035095215
8,Canada,Whitecourt,447.8400077819824
40,United Kingdom,ERDINGTON,447.62001037597656
42,United Kingdom,Bowden,447.6199951171875
59,United States,Sarona,447.5599937438965
0,United States,Summit,447.3600025177002
66,United States,Macon,447.1800003051758
8,Canada,Cadillac,446.7199981212616
49,United States,Bristol,446.6099901199341
45,United States,Dothan,446.6000061035156
44,United States,Mccurtain,446.4800148010254
56,United States,Hartford City,446.3300018310547
43,United States,Nondalton,446.01000213623047
0,United Kingdom,MULLION,445.9599914550781
56,United States,Gap,445.8800106048584
36,United Kingdom,CROMHALL COMMON,445.6499996185303
37,United Kingdom,PONTESBURY,445.3399906158447
22,Germany,Eichendorf,445.2399950027466
5,Australia,ELINGAMITE,445.1399917602539
0,United Kingdom,CLACHANTURN,444.85999298095703
29,Italy,Manocalzati,444.64998722076416
53,United States,Nashville,444.6000061035156
61,United States,Waxahachie,444.4800009727478
53,United States,Oakhurst,444.31001901626587
62,United States,Stanardsville,443.8000068664551
0,Germany,Zwota,443.6299858093262
62,United States,Fair Oaks,443.62001514434814
49,United States,Grand Prairie,443.3499984741211
65,United States,West Milford,443.0000009536743
5,Australia,SHELBOURNE,442.9699993133545
56,United States,Litchfield Park,442.8299946784973
5,Australia,COBBANNAH,442.3800058364868
54,United States,Ridge,441.9300022125244
36,United Kingdom,BUCKHAVEN,441.739990234375
57,United States,East Lansing,441.47999572753906
38,United Kingdom,SUTTON MADDOCK,441.44000244140625
51,United States,Brisbane,441.44000244140625
0,United States,Pompano Beach,441.4000072479248
9,Canada,Sainte-Gertrude,441.2799987792969
33,Netherlands,Landgraaf,441.2799987792969
64,United States,Orleans,441.22998809814453
0,United Kingdom,AUCH,441.14999294281006
49,United States,Pontiac,441.0999984741211
40,United Kingdom,KILVERSTONE,441.0400104522705
0,United States,Gaylord,440.8399963378906
43,United States,Euless,440.74999618530273
40,United Kingdom,ANGMERING,440.7400059700012
21,Germany,Thum,440.63999605178833
54,United States,Homer,440.4799995422363
23,Germany,Hamburg Altstadt,440.46998596191406
19,Germany,Gossersweiler-Stein,440.329984664917
55,United States,Roanoke,439.8900032043457
36,United Kingdom,EAST STOKE,439.1300048828125
59,United States,Fair Oaks,438.80001974105835
64,United States,Shreveport,438.6600036621094
45,United States,Norwich,438.6600036621094
61,United States,Asheville,438.3399820327759
54,United States,Tacoma,437.92999267578125
29,Italy,Castrovalva,437.86000776290894
39,United Kingdom,LLANFALLTEG WEST,437.85999298095703
43,United States,Lawrenceville,437.79998779296875
27,Germany,Eichendorf,437.290011882782
20,Germany,Oberstreit,437.11999320983887
22,Germany,Weinähr,436.9200134277344
19,Germany,Baden-Baden,436.90999603271484
42,United Kingdom,LOWER MACHEN,436.89998626708984
42,United Kingdom,RUSHALL,436.4500045776367
65,United States,Richmond,436.24999046325684
55,United States,Brentwood,436.19999504089355
0,Canada,Longueuil,435.96002197265625
0,United States,Chester Heights,435.9499931335449
50,United States,New Albany,435.8400077819824
37,United Kingdom,LOOSLEY ROW,435.8399963378906
5,Australia,WAANYARRA,435.5199899673462
19,Germany,Hohenwarth,435.3599853515625
22,Germany,Thannhausen,435.3599853515625
0,United Kingdom,DUNALASTAIR,435.3599853515625
41,United Kingdom,WOOBURN,435.3599853515625
0,United Kingdom,NESTON,435.3599853515625
44,United States,Dalton,435.3599853515625
65,United States,Beltsville,435.3599853515625
54,United States,Glenn,435.3599853515625
8,Canada,Legal,435.30999851226807
63,United States,Murray,435.2400016784668
4,Australia,GLANMIRE,435.2100028991699
0,Germany,Irfersgrün,435.12000274658203
59,United States,Springfield,435.00999450683594
49,United States,Christine,434.70999908447266
6,Australia,CANE,434.5500183105469
53,United States,Sturtevant,434.5199851989746
26,Germany,Hillesheim,434.42000007629395
0,United States,Edinburg,434.0800099372864
40,United Kingdom,DENNYLOANHEAD,434.0699882507324
5,Australia,YABBA SOUTH,433.7499990463257
39,United Kingdom,BARTON COMMON,433.62999534606934
65,United States,Los Gatos,433.5899906158447
47,United States,Waukesha,433.57999420166016
6,Australia,ALBERTA,433.5600128173828
0,United Kingdom,CHILLINGTON,433.5600128173828
54,United States,Federal Way,433.4600009918213
22,Germany,Uhldingen-Mühlhofen,433.4000015258789
59,United States,Lansing,433.4000015258789
57,United States,Chesapeake,433.0399856567383
56,United States,Chillicothe,432.9499855041504
0,Canada,Bredenbury,432.93000507354736
65,United States,Mountain View,432.7899971008301
4,Australia,INDOOROOPILLY CENTRE,432.31001377105713
0,United States,Congers,432.24999237060547
0,Germany,Fürth,432.239990234375
31,Netherlands,Brielle,432.239990234375
40,United Kingdom,GRAVELEY,432.239990234375
49,United States,Sheffield,432.239990234375
44,United States,Kearns,432.2300109863281
66,United States,Concord,432.1100101470947
40,United Kingdom,CHIRBURY,432.079984664917
27,Germany,Rantum,431.77000427246094
0,Australia,NUMERALLA,431.75000858306885
59,United States,Stockton,431.5199966430664
23,Germany,Kulmbach,431.3599853515625
37,United Kingdom,ITCHEN ABBAS,431.3599853515625
45,United States,Branchburg,431.3599853515625
43,United States,Ashland,431.3599853515625
24,Germany,Harsdorf,431.12999510765076
43,United States,Martinsville,430.8799934387207
36,United Kingdom,ODSTOCK,430.8700141906738
5,Australia,MOUNT WALLACE,430.6999969482422
21,Germany,Nordwalde,430.6999969482422
41,United Kingdom,DRUMWHINDLE,430.6999969482422
65,United States,Culver City,430.6999969482422
0,United Kingdom,DOVASTON,430.4800033569336
8,Canada,Albanel,430.4399871826172
51,United States,Montevideo,430.4399871826172
0,Canada,Richmond,430.3800048828125
