Productkey,Currency code,Quantity_Sold,Revenue
169,CAD,13,1547.0
298,USD,5,1545.0
2489,USD,103,1543.969976425171
2498,USD,65,1541.799955368042
1450,AUD,5,1540.0
1433,AUD,5,1540.0
1658,CAD,14,1539.8599700927734
2368,USD,14,1539.8599700927734
17,AUD,14,1539.2999572753906
18,EUR,14,1539.2999572753906
1431,CAD,6,1536.0
72,AUD,32,1534.4000244140625
487,USD,26,1534.0
704,EUR,7,1533.0
364,GBP,4,1531.800048828125
118,CAD,9,1529.9100494384766
561,AUD,11,1529.0
481,GBP,11,1529.0
165,AUD,2,1527.02001953125
2113,CAD,3,1524.0
701,CAD,9,1521.0
608,AUD,8,1520.0
1183,CAD,1,1520.0
1207,CAD,1,1520.0
1300,EUR,16,1520.0
1207,GBP,1,1520.0
1540,GBP,4,1520.0
167,EUR,22,1518.0
348,AUD,2,1516.0
400,CAD,2,1516.0
372,EUR,2,1516.0
372,GBP,2,1516.0
378,GBP,2,1516.0
1245,GBP,9,1512.0
1276,EUR,29,1511.7700309753418
1589,USD,151,1508.4899654388428
709,AUD,13,1508.0
680,AUD,13,1508.0
1009,EUR,8,1508.0
595,GBP,6,1506.0
583,GBP,6,1506.0
1788,EUR,35,1505.0
1784,EUR,35,1505.0
1783,GBP,35,1505.0
1326,USD,35,1504.650058746338
1243,AUD,8,1504.0
1004,AUD,8,1504.0
727,CAD,8,1504.0
698,CAD,8,1504.0
669,EUR,8,1504.0
1820,USD,47,1504.0
1498,CAD,5,1500.0
1231,GBP,1,1500.0
1912,AUD,5,1499.949951171875
141,AUD,5,1499.949951171875
2366,CAD,5,1499.949951171875
2380,EUR,5,1499.949951171875
2005,EUR,15,1499.849967956543
87,GBP,15,1499.849967956543
2077,USD,15,1499.849967956543
11,EUR,25,1499.75004196167
604,AUD,3,1497.0
627,CAD,3,1497.0
580,CAD,3,1497.0
325,CAD,3,1497.0
592,EUR,3,1497.0
627,GBP,3,1497.0
556,GBP,3,1497.0
293,USD,3,1497.0
730,GBP,11,1496.0
996,CAD,8,1495.199951171875
1010,GBP,8,1495.199951171875
310,GBP,5,1495.0
618,GBP,5,1495.0
582,GBP,5,1495.0
570,USD,5,1495.0
266,USD,5,1495.0
2159,CAD,2,1491.97998046875
2165,EUR,2,1491.97998046875
2171,GBP,2,1491.97998046875
2144,CAD,10,1490.0
2180,EUR,10,1490.0
2144,GBP,10,1490.0
734,USD,10,1490.0
1633,USD,107,1486.2300367355347
485,EUR,15,1485.0
1031,EUR,9,1485.0
1017,GBP,9,1485.0
469,GBP,15,1485.0
497,USD,15,1485.0
1688,USD,167,1482.9600191116333
1286,GBP,19,1481.809959411621
974,EUR,10,1480.0
960,GBP,10,1480.0
1325,EUR,37,1479.6300621032715
1258,USD,37,1479.6300621032715
1358,USD,37,1479.6300621032715
1977,AUD,3,1479.0
1911,CAD,3,1479.0
1917,EUR,3,1479.0
1923,USD,3,1479.0
865,USD,29,1478.710048675537
1323,USD,41,1475.5900688171387
2105,CAD,1,1475.0
1707,CAD,21,1472.7299423217773
1718,GBP,21,1472.7299423217773
1817,EUR,46,1472.0
1821,USD,46,1472.0
2477,AUD,7,1470.0
474,EUR,30,1470.0
2131,CAD,9,1467.0
2137,EUR,9,1467.0
2119,EUR,9,1467.0
2189,EUR,9,1467.0
666,GBP,9,1467.0
245,GBP,3,1467.0
2167,GBP,9,1467.0
1291,CAD,4,1466.199951171875
1435,GBP,5,1465.0
344,GBP,4,1464.0
1575,CAD,24,1463.7600402832031
658,GBP,7,1463.0
687,GBP,7,1463.0
107,CAD,11,1462.8900604248047
1770,USD,43,1462.0
79,CAD,36,1459.7999725341797
81,CAD,36,1459.7999725341797
81,EUR,36,1459.7999725341797
1494,AUD,7,1456.0
1474,EUR,7,1456.0
710,GBP,12,1452.0
1322,USD,44,1451.560073852539
1421,CAD,5,1450.0
1438,CAD,5,1450.0
1660,AUD,5,1449.949951171875
1221,EUR,3,1446.0
1595,EUR,63,1442.0699615478516
100,AUD,12,1440.0
1506,AUD,5,1440.0
264,CAD,3,1440.0
252,USD,4,1440.0
1607,AUD,8,1439.9200439453125
2045,CAD,8,1439.9200439453125
2009,CAD,8,1439.9200439453125
2051,GBP,8,1439.9200439453125
2009,GBP,8,1439.9200439453125
2003,USD,8,1439.9200439453125
1733,USD,63,1435.7700576782227
1314,CAD,7,1435.0
1095,GBP,4,1432.0
737,AUD,9,1431.0
700,EUR,9,1431.0
671,EUR,9,1431.0
718,GBP,9,1431.0
1974,USD,11,1429.8900604248047
1956,USD,11,1429.8900604248047
174,AUD,11,1428.8999328613281
174,CAD,11,1428.8999328613281
2163,CAD,11,1428.8999328613281
2169,EUR,11,1428.8999328613281
1526,CAD,6,1428.0
1562,GBP,6,1428.0
1738,USD,51,1428.0
1772,USD,42,1428.0
2036,CAD,15,1424.849967956543
2012,USD,15,1424.849967956543
1753,EUR,16,1424.0
1244,EUR,8,1424.0
2500,EUR,60,1423.1999588012695
656,EUR,9,1422.0
685,EUR,9,1422.0
685,USD,9,1422.0
1490,AUD,11,1419.0
168,CAD,11,1419.0
484,EUR,11,1419.0
1490,GBP,11,1419.0
1774,USD,33,1419.0
1399,USD,43,1418.5700721740723
574,EUR,13,1417.0
515,CAD,24,1416.0
487,EUR,24,1416.0
1808,USD,44,1408.0
1712,CAD,20,1402.5999450683594
1717,EUR,20,1402.5999450683594
1402,USD,32,1401.9200439453125
1029,EUR,7,1400.0
1550,GBP,5,1400.0
1949,CAD,5,1399.949951171875
1913,EUR,5,1399.949951171875
124,GBP,5,1399.949951171875
2032,CAD,7,1399.9300384521484
1990,EUR,7,1399.9300384521484
2074,EUR,7,1399.9300384521484
2002,GBP,7,1399.9300384521484
2367,USD,7,1399.9300384521484
2034,EUR,10,1399.9000549316406
1992,GBP,10,1399.9000549316406
2082,GBP,10,1399.9000549316406
2022,GBP,10,1399.9000549316406
2083,EUR,14,1399.8599700927734
83,GBP,14,1399.8599700927734
135,AUD,4,1399.800048828125
867,USD,20,1399.7999572753906
52,AUD,7,1399.6499786376953
193,AUD,2,1398.0
381,AUD,2,1398.0
304,CAD,2,1398.0
391,CAD,2,1398.0
320,EUR,2,1398.0
624,GBP,2,1398.0
225,GBP,2,1398.0
381,GBP,2,1398.0
311,EUR,5,1395.0
295,USD,5,1395.0
288,USD,7,1393.0
43,AUD,6,1392.0
1617,AUD,24,1391.7600402832031
573,CAD,10,1390.0
467,CAD,10,1390.0
467,GBP,10,1390.0
585,GBP,10,1390.0
1600,CAD,24,1389.1200256347656
1042,CAD,7,1386.0
971,EUR,6,1386.0
985,EUR,6,1386.0
999,EUR,6,1386.0
171,GBP,14,1386.0
985,GBP,6,1386.0
1495,CAD,6,1380.0
1495,GBP,6,1380.0
2384,AUD,3,1379.969970703125
2377,EUR,3,1379.969970703125
2281,EUR,6,1379.9400329589844
2345,USD,6,1379.9400329589844
997,AUD,7,1378.2999572753906
1011,EUR,7,1378.2999572753906
1011,GBP,7,1378.2999572753906
234,EUR,2,1378.0
569,CAD,3,1377.0
628,GBP,3,1377.0
593,GBP,3,1377.0
545,GBP,3,1377.0
931,USD,25,1375.0
603,AUD,6,1374.0
1491,CAD,6,1374.0
1501,CAD,6,1374.0
555,CAD,6,1374.0
555,EUR,6,1374.0
637,EUR,6,1374.0
693,GBP,6,1374.0
1511,GBP,6,1374.0
1735,USD,49,1372.0
488,USD,28,1372.0
690,EUR,6,1368.0
77,EUR,36,1366.2000274658203
1189,USD,8,1360.0
118,EUR,8,1359.9200439453125
1369,USD,31,1358.1100425720215
478,CAD,2,1358.0
1728,GBP,17,1356.6000518798828
260,CAD,4,1356.0
2231,EUR,4,1356.0
260,GBP,4,1356.0
1059,AUD,4,1352.0
1706,USD,152,1349.7600173950195
1248,EUR,27,1349.7300453186035
196,CAD,5,1349.4999694824219
94,CAD,20,1348.0000305175781
96,CAD,20,1348.0000305175781
1088,CAD,2,1346.0
1092,EUR,2,1346.0
1513,GBP,5,1345.0
351,CAD,4,1344.0
1238,EUR,8,1344.0
1725,GBP,24,1344.0
1675,USD,195,1343.5499739646912
35,GBP,14,1343.2999572753906
673,EUR,17,1343.0
702,USD,17,1343.0
72,EUR,28,1342.6000213623047
71,GBP,28,1342.6000213623047
2248,CAD,5,1342.5
2224,EUR,5,1342.5
2150,CAD,9,1341.0
20,AUD,10,1340.0
991,GBP,5,1340.0
1005,GBP,5,1340.0
1553,GBP,5,1340.0
1639,USD,134,1338.659969329834
1497,AUD,5,1335.0
2118,AUD,3,1335.0
1497,CAD,5,1335.0
2154,GBP,3,1335.0
2184,GBP,3,1335.0
1359,EUR,31,1332.6900520324707
1719,EUR,19,1332.4699478149414
1709,EUR,19,1332.4699478149414
1030,CAD,9,1332.0
1016,EUR,9,1332.0
1030,GBP,9,1332.0
2019,AUD,2,1331.8800048828125
2043,AUD,2,1331.8800048828125
2073,CAD,2,1331.8800048828125
2013,CAD,2,1331.8800048828125
2025,CAD,2,1331.8800048828125
2061,CAD,2,1331.8800048828125
2049,EUR,2,1331.8800048828125
2043,EUR,2,1331.8800048828125
2073,GBP,2,1331.8800048828125
2037,GBP,2,1331.8800048828125
1262,USD,36,1331.6400604248047
1334,USD,37,1331.6300621032715
1642,CAD,23,1331.2400245666504
584,EUR,7,1330.0
1566,EUR,5,1330.0
548,GBP,7,1330.0
725,GBP,7,1330.0
2036,EUR,14,1329.8599700927734
2072,GBP,14,1329.8599700927734
1263,USD,19,1329.809959411621
868,USD,19,1329.809959411621
74,GBP,35,1328.2500267028809
1090,AUD,4,1328.0
1126,CAD,4,1328.0
1090,GBP,4,1328.0
1635,EUR,58,1327.6199645996094
708,EUR,17,1326.0
726,EUR,9,1323.0
668,GBP,9,1323.0
98,AUD,11,1320.0
947,AUD,8,1320.0
961,EUR,8,1320.0
1017,USD,8,1320.0
2361,EUR,12,1319.8799743652344
995,EUR,7,1319.5
18,GBP,12,1319.3999633789062
1308,USD,47,1316.0
280,USD,4,1316.0
316,AUD,6,1314.0
332,GBP,6,1314.0
1124,GBP,2,1314.0
316,USD,6,1314.0
1111,CAD,4,1312.0
1127,CAD,4,1312.0
1135,EUR,4,1312.0
1127,EUR,4,1312.0
1143,USD,4,1312.0
1171,CAD,2,1310.0
166,CAD,11,1309.0
179,EUR,11,1309.0
1109,AUD,3,1308.6000366210938
1129,CAD,3,1308.6000366210938
1109,CAD,3,1308.6000366210938
1113,EUR,3,1308.6000366210938
1024,AUD,7,1308.2999572753906
574,USD,12,1308.0
1585,EUR,57,1304.729965209961
2185,AUD,8,1304.0
409,AUD,4,1304.0
401,EUR,4,1304.0
2173,EUR,8,1304.0
2119,USD,8,1304.0
1980,CAD,10,1299.9000549316406
1950,EUR,10,1299.9000549316406
1926,USD,10,1299.9000549316406
1962,USD,10,1299.9000549316406
2053,CAD,13,1299.869972229004
1987,GBP,13,1299.869972229004
876,EUR,10,1299.4999694824219
390,AUD,1,1299.0
396,AUD,1,1299.0
386,CAD,1,1299.0
374,CAD,1,1299.0
2121,EUR,10,1298.9999389648438
80,GBP,32,1297.5999755859375
1149,GBP,3,1296.0
479,AUD,5,1295.0
521,CAD,5,1295.0
1222,GBP,3,1293.0
994,CAD,7,1291.5
1008,EUR,7,1291.5
126,CAD,9,1290.5999450683594
1116,AUD,2,1290.0
986,CAD,10,1290.0
1419,CAD,5,1290.0
1014,EUR,10,1290.0
1798,EUR,30,1290.0
1116,GBP,2,1290.0
1000,USD,10,1290.0
1793,USD,30,1290.0
2364,CAD,3,1289.969970703125
2371,CAD,3,1289.969970703125
2357,GBP,3,1289.969970703125
2364,GBP,3,1289.969970703125
2385,USD,3,1289.969970703125
1741,USD,46,1288.0
2114,AUD,5,1287.5
270,CAD,3,1287.0
283,EUR,3,1287.0
283,GBP,3,1287.0
175,EUR,11,1285.900016784668
69,GBP,50,1284.5000267028809
1640,EUR,56,1281.8399658203125
1630,EUR,56,1281.8399658203125
1072,AUD,3,1281.0
1072,EUR,3,1281.0
1068,GBP,3,1281.0
655,CAD,8,1280.0
713,CAD,8,1280.0
713,EUR,8,1280.0
211,EUR,2,1278.0
195,GBP,2,1278.0
1633,EUR,92,1277.8800315856934
1632,EUR,71,1277.2899837493896
33,AUD,5,1275.0
32,AUD,5,1275.0
1076,GBP,2,1274.0
660,EUR,8,1272.0
642,EUR,8,1272.0
700,USD,8,1272.0
2222,EUR,2,1271.97998046875
2270,EUR,2,1271.97998046875
2310,GBP,2,1271.97998046875
2238,GBP,2,1271.97998046875
2383,GBP,2,1271.97998046875
2278,USD,2,1271.97998046875
2390,USD,2,1271.97998046875
1336,USD,29,1270.4900398254395
1170,CAD,2,1266.0
1100,EUR,2,1264.0
733,EUR,8,1264.0
1096,GBP,2,1264.0
1246,GBP,8,1264.0
714,GBP,8,1264.0
1212,CAD,7,1260.0
1164,EUR,7,1260.0
2075,AUD,7,1259.9300384521484
2021,CAD,7,1259.9300384521484
1985,GBP,7,1259.9300384521484
2021,GBP,7,1259.9300384521484
2039,GBP,7,1259.9300384521484
2004,EUR,9,1259.9100494384766
2064,EUR,9,1259.9100494384766
11,USD,21,1259.7900352478027
66,EUR,49,1258.8100261688232
1772,EUR,37,1258.0
1078,AUD,4,1256.0
630,CAD,5,1255.0
571,CAD,5,1255.0
595,EUR,5,1255.0
547,GBP,5,1255.0
619,GBP,5,1255.0
607,GBP,5,1255.0
1128,AUD,2,1254.0
1132,AUD,2,1254.0
658,EUR,6,1254.0
191,GBP,19,1254.0
1132,GBP,2,1254.0
674,USD,6,1254.0
917,CAD,7,1253.0
468,GBP,7,1253.0
632,EUR,9,1251.0
1394,USD,25,1249.75004196167
58,AUD,8,1248.0
1066,AUD,4,1248.0
1514,CAD,6,1248.0
1058,GBP,4,1248.0
34,GBP,13,1247.3499603271484
913,USD,13,1246.7000198364258
740,AUD,5,1240.0
1489,AUD,4,1240.0
1499,AUD,4,1240.0
1325,USD,31,1239.6900520324707
463,USD,2,1238.0
298,GBP,4,1236.0
2006,EUR,13,1234.869972229004
2066,EUR,13,1234.869972229004
1150,CAD,3,1233.0
1174,GBP,3,1233.0
1416,AUD,4,1232.0
1450,CAD,4,1232.0
1725,EUR,22,1232.0
1731,EUR,17,1231.6499481201172
282,EUR,3,1227.0
908,USD,12,1224.0
1637,GBP,68,1223.3199844360352
1388,USD,37,1220.6300621032715
827,USD,36,1220.4000549316406
76,GBP,32,1214.4000244140625
95,CAD,18,1213.2000274658203
1758,EUR,24,1212.9600219726562
2396,EUR,11,1209.8899765014648
17,GBP,11,1209.449966430664
22,CAD,9,1206.0
1782,EUR,28,1204.0
1518,AUD,4,1200.0
945,AUD,6,1200.0
1192,AUD,2,1200.0
1508,CAD,4,1200.0
1029,CAD,6,1200.0
2485,GBP,3,1200.0
1168,GBP,2,1200.0
883,USD,8,1200.0
2372,CAD,3,1199.969970703125
2407,EUR,3,1199.969970703125
2372,GBP,3,1199.969970703125
2358,GBP,3,1199.969970703125
2351,USD,3,1199.969970703125
2393,USD,3,1199.969970703125
142,CAD,4,1199.9599609375
1960,CAD,4,1199.9599609375
1918,GBP,4,1199.9599609375
2352,GBP,4,1199.9599609375
2002,CAD,6,1199.9400329589844
2038,CAD,6,1199.9400329589844
2381,USD,6,1199.9400329589844
90,AUD,8,1199.9200439453125
2210,EUR,10,1199.8999786376953
2322,GBP,10,1199.8999786376953
2005,AUD,12,1199.8799743652344
2035,EUR,12,1199.8799743652344
2047,GBP,12,1199.8799743652344
2029,USD,12,1199.8799743652344
50,AUD,6,1199.6999816894531
213,USD,4,1199.5999755859375
26,EUR,6,1199.3999633789062
27,EUR,6,1199.3999633789062
2490,USD,80,1199.1999816894531
1666,EUR,71,1199.189956665039
1749,CAD,11,1199.0
1750,GBP,11,1199.0
1277,GBP,23,1198.9900245666504
73,AUD,25,1198.7500190734863
198,CAD,2,1198.0
198,USD,2,1198.0
1765,AUD,2,1197.5999755859375
1763,GBP,12,1197.0
40,GBP,4,1196.9200439453125
1533,AUD,4,1196.0
546,EUR,4,1196.0
266,EUR,4,1196.0
294,GBP,4,1196.0
279,USD,4,1196.0
1676,USD,133,1195.6699695587158
1502,CAD,5,1195.0
299,CAD,6,1194.0
2186,AUD,8,1192.0
2168,CAD,8,1192.0
2126,EUR,8,1192.0
2156,GBP,8,1192.0
1294,EUR,2,1190.0
1670,USD,132,1186.6799697875977
2501,GBP,50,1185.9999656677246
644,EUR,15,1185.0
706,GBP,15,1185.0
151,AUD,1,1184.969970703125
150,AUD,1,1184.969970703125
974,AUD,8,1184.0
1805,USD,37,1184.0
2418,USD,16,1183.8399658203125
649,EUR,13,1183.0
1025,EUR,6,1181.3999633789062
983,GBP,6,1181.3999633789062
1011,USD,6,1181.3999633789062
1638,EUR,85,1180.650029182434
691,CAD,5,1180.0
691,GBP,5,1180.0
659,GBP,10,1180.0
501,USD,20,1180.0
1069,CAD,2,1176.0
1045,EUR,2,1176.0
1722,EUR,21,1176.0
1418,AUD,4,1172.0
502,EUR,13,1170.0
516,GBP,13,1170.0
2514,AUD,9,1169.9100494384766
1962,GBP,9,1169.9100494384766
1286,USD,15,1169.849967956543
1693,USD,170,1169.600019454956
1627,GBP,65,1169.3499851226807
2151,CAD,9,1169.0999450683594
188,AUD,10,1169.000015258789
186,GBP,13,1168.7000198364258
1664,USD,130,1168.6999702453613
1531,AUD,3,1167.0
13,CAD,15,1165.2000045776367
181,AUD,9,1161.0
1470,CAD,9,1161.0
683,CAD,9,1161.0
168,EUR,9,1161.0
537,EUR,9,1161.0
484,GBP,9,1161.0
1392,GBP,27,1160.7300453186035
41,AUD,5,1160.0
1421,AUD,4,1160.0
1006,CAD,4,1160.0
42,GBP,5,1160.0
1617,CAD,20,1159.800033569336
2495,USD,116,1158.839973449707
223,CAD,2,1158.0
223,USD,2,1158.0
1429,AUD,4,1156.0
1769,EUR,34,1156.0
1190,AUD,7,1155.0
1027,GBP,5,1155.0
1516,CAD,4,1152.0
1627,EUR,64,1151.3599853515625
1587,EUR,64,1151.3599853515625
1410,AUD,5,1150.0
1427,CAD,5,1150.0
2225,AUD,5,1149.9500274658203
2305,EUR,5,1149.9500274658203
2329,GBP,5,1149.9500274658203
2273,GBP,5,1149.9500274658203
1248,USD,23,1149.7700386047363
1385,USD,50,1149.4999885559082
1266,EUR,23,1149.079978942871
349,EUR,3,1149.0
364,AUD,3,1148.8500366210938
376,EUR,3,1148.8500366210938
412,EUR,3,1148.8500366210938
127,AUD,8,1147.199951171875
1481,AUD,5,1145.0
1501,AUD,5,1145.0
591,CAD,5,1145.0
579,EUR,5,1145.0
567,EUR,5,1145.0
722,EUR,5,1145.0
1501,GBP,5,1145.0
2125,EUR,7,1141.0
2167,EUR,7,1141.0
2173,GBP,7,1141.0
1558,AUD,3,1140.0
1522,GBP,3,1140.0
2048,EUR,12,1139.8799743652344
2012,GBP,12,1139.8799743652344
2054,USD,12,1139.8799743652344
1632,GBP,63,1133.3699855804443
1145,AUD,2,1132.0
995,CAD,6,1131.0
1009,CAD,6,1131.0
981,EUR,6,1131.0
1037,EUR,6,1131.0
1009,GBP,6,1131.0
953,USD,6,1131.0
1324,USD,29,1130.710048675537
68,EUR,44,1130.3600234985352
727,AUD,6,1128.0
976,CAD,6,1128.0
962,EUR,6,1128.0
474,GBP,23,1127.0
1401,USD,28,1125.3199615478516
1282,USD,45,1124.5499897003174
1007,CAD,4,1124.0
979,CAD,4,1124.0
951,GBP,4,1124.0
1717,AUD,16,1122.0799560546875
1718,EUR,16,1122.0799560546875
1720,EUR,16,1122.0799560546875
909,USD,11,1122.0
7,USD,52,1121.6399841308594
982,GBP,6,1121.3999633789062
1532,AUD,4,1120.0
1568,CAD,4,1120.0
1723,EUR,20,1120.0
1925,AUD,4,1119.9599609375
1967,CAD,4,1119.9599609375
1979,EUR,4,1119.9599609375
2040,GBP,8,1119.9200439453125
2052,GBP,8,1119.9200439453125
1592,EUR,62,1115.3799858093262
621,EUR,8,1112.0
561,EUR,8,1112.0
609,GBP,8,1112.0
307,CAD,3,1107.0
322,GBP,3,1107.0
644,CAD,14,1106.0
486,EUR,16,1104.0
75,AUD,29,1100.5500221252441
77,AUD,29,1100.5500221252441
4,USD,51,1100.0699844360352
1296,USD,44,1100.0
1993,GBP,11,1099.8899765014648
2071,USD,11,1099.8899765014648
1394,GBP,22,1099.7800369262695
1599,CAD,19,1099.7200202941895
1645,CAD,19,1099.7200202941895
1291,AUD,3,1099.6499633789062
1284,USD,44,1099.5599899291992
344,CAD,3,1098.0
316,CAD,5,1095.0
300,EUR,5,1095.0
1745,AUD,10,1090.0
598,USD,10,1090.0
171,AUD,11,1089.0
513,CAD,11,1089.0
527,EUR,11,1089.0
940,EUR,11,1089.0
1306,EUR,16,1088.0
1770,EUR,32,1088.0
1729,CAD,14,1087.520004272461
63,AUD,6,1086.0
291,AUD,3,1080.0
278,AUD,3,1080.0
2027,AUD,6,1079.9400329589844
2057,AUD,6,1079.9400329589844
2266,USD,9,1079.9099807739258
2322,USD,9,1079.9099807739258
2202,USD,9,1079.9099807739258
1251,EUR,18,1079.8200302124023
8,USD,18,1079.8200302124023
1391,USD,27,1079.7300453186035
186,CAD,12,1078.8000183105469
2459,GBP,5,1078.0999755859375
2462,GBP,5,1078.0999755859375
1493,CAD,4,1076.0
1483,GBP,4,1076.0
1790,EUR,25,1075.0
1797,EUR,25,1075.0
1784,GBP,25,1075.0
1776,USD,25,1075.0
1778,USD,25,1075.0
468,AUD,6,1074.0
2224,AUD,4,1074.0
1083,CAD,3,1074.0
468,CAD,6,1074.0
1103,EUR,3,1074.0
2216,EUR,4,1074.0
2312,USD,4,1074.0
1553,AUD,4,1072.0
1411,CAD,4,1072.0
1507,GBP,4,1068.0
1762,USD,34,1067.2599792480469
1566,CAD,4,1064.0
906,USD,14,1063.8599700927734
1637,EUR,59,1061.4099864959717
1758,GBP,21,1061.3400192260742
1442,AUD,2,1058.0
263,EUR,2,1058.0
73,CAD,22,1054.900016784668
70,CAD,22,1054.900016784668
69,EUR,41,1053.2900218963623
1711,CAD,15,1051.9499588012695
1711,GBP,15,1051.9499588012695
2481,AUD,3,1050.0
2476,USD,5,1050.0
1342,USD,25,1050.0
2479,USD,5,1050.0
48,AUD,7,1049.6499786376953
2492,EUR,42,1049.579990386963
2491,EUR,42,1049.579990386963
1759,AUD,10,1048.8999938964844
1672,EUR,62,1047.1799621582031
735,GBP,5,1045.0
1302,GBP,11,1045.0
2012,AUD,11,1044.8899765014648
2054,EUR,11,1044.8899765014648
651,AUD,9,1044.0
651,EUR,9,1044.0
651,GBP,9,1044.0
1339,USD,29,1043.710048675537
1403,EUR,22,1043.6799697875977
1403,USD,22,1043.6799697875977
1760,GBP,11,1042.800033569336
1275,USD,20,1042.6000213623047
1680,USD,149,1041.5099658966064
1604,AUD,4,1039.9599609375
1908,EUR,8,1039.9200439453125
1902,GBP,8,1039.9200439453125
1908,GBP,8,1039.9200439453125
874,EUR,8,1039.5999755859375
2139,GBP,8,1039.199951171875
1756,EUR,16,1038.4000244140625
829,USD,26,1037.4000396728516
312,CAD,4,1036.0
1030,EUR,7,1036.0
1742,USD,37,1036.0
1734,USD,37,1036.0
500,EUR,15,1035.0
514,USD,15,1035.0
1393,EUR,22,1033.7800369262695
1500,CAD,8,1032.0
1510,CAD,8,1032.0
1778,EUR,24,1032.0
683,GBP,8,1032.0
1326,EUR,24,1031.7600402832031
1590,GBP,45,1030.0499725341797
937,GBP,13,1027.0
1364,USD,38,1025.6199913024902
1313,AUD,5,1025.0
190,EUR,18,1024.2000274658203
1804,USD,32,1024.0
1816,USD,32,1024.0
1399,EUR,31,1022.6900520324707
1189,AUD,6,1020.0
31,AUD,4,1020.0
1565,CAD,4,1020.0
31,CAD,4,1020.0
1529,CAD,4,1020.0
1189,EUR,6,1020.0
908,EUR,10,1020.0
1213,GBP,6,1020.0
1305,GBP,15,1020.0
665,GBP,10,1020.0
29,GBP,4,1020.0
116,AUD,6,1019.9400329589844
2195,USD,10,1019.8999786376953
1574,CAD,17,1019.8300285339355
10,EUR,17,1019.8300285339355
1250,EUR,17,1019.8300285339355
10,GBP,17,1019.8300285339355
1681,USD,148,1019.7199802398682
2327,AUD,3,1017.0
2215,CAD,3,1017.0
2239,CAD,3,1017.0
2303,CAD,3,1017.0
260,EUR,3,1017.0
2263,EUR,3,1017.0
2207,EUR,3,1017.0
2271,EUR,3,1017.0
2199,GBP,3,1017.0
273,USD,3,1017.0
2239,USD,3,1017.0
2113,GBP,2,1016.0
2098,GBP,2,1016.0
1071,GBP,3,1014.0
1593,EUR,73,1013.970025062561
1289,GBP,13,1013.8699722290039
1704,USD,145,1013.5499668121338
1663,USD,147,1012.8299803733826
1238,AUD,6,1008.0
1356,EUR,28,1007.7200469970703
1590,EUR,44,1007.1599731445312
641,EUR,4,1004.0
125,CAD,7,1003.7999572753906
1628,EUR,72,1000.0800247192383
130,AUD,5,1000.0
292,CAD,2,1000.0
987,EUR,5,1000.0
973,GBP,5,1000.0
115,AUD,4,999.9600219726562
2014,CAD,5,999.9500274658203
1996,EUR,5,999.9500274658203
2409,GBP,5,999.9500274658203
2395,USD,5,999.9500274658203
1866,EUR,1,999.9000244140625
85,AUD,10,999.8999786376953
2077,AUD,10,999.8999786376953
2077,EUR,10,999.8999786376953
2071,GBP,10,999.8999786376953
1259,EUR,25,999.7500419616699
1255,USD,50,999.4999885559082
1269,EUR,20,999.1999816894531
625,AUD,1,999.0
602,AUD,1,999.0
1831,CAD,1,999.0
1841,CAD,1,999.0
614,CAD,1,999.0
1201,GBP,1,999.0
1178,AUD,1,998.0
544,EUR,2,998.0
580,EUR,2,998.0
1454,AUD,5,995.0
721,AUD,4,992.0
721,GBP,4,992.0
663,USD,4,992.0
1524,AUD,3,990.0
970,AUD,5,990.0
471,CAD,10,990.0
497,CAD,10,990.0
513,EUR,10,990.0
970,EUR,5,990.0
499,EUR,10,990.0
1214,EUR,6,990.0
525,EUR,10,990.0
525,GBP,10,990.0
178,GBP,15,990.0
497,GBP,10,990.0
1542,GBP,3,990.0
1026,GBP,5,990.0
998,USD,5,990.0
1345,USD,45,990.0
2354,EUR,9,989.9099807739258
2382,USD,9,989.9099807739258
1366,USD,30,989.7000503540039
1780,EUR,23,989.0
904,CAD,13,987.8699722290039
1631,EUR,78,987.4799880981445
1586,EUR,78,987.4799880981445
305,CAD,3,987.0
280,EUR,3,987.0
272,EUR,3,987.0
241,GBP,3,987.0
321,USD,3,987.0
1959,CAD,2,986.0
1965,CAD,2,986.0
1971,EUR,2,986.0
1935,EUR,2,986.0
1977,EUR,2,986.0
1959,GBP,2,986.0
1982,GBP,2,986.0
1354,USD,34,985.6599922180176
1365,USD,34,985.6599922180176
997,EUR,5,984.4999694824219
997,GBP,5,984.4999694824219
1111,AUD,3,984.0
1643,AUD,17,983.960018157959
1721,EUR,14,981.8199615478516
1712,EUR,14,981.8199615478516
1708,EUR,14,981.8199615478516
550,EUR,9,981.0
1749,GBP,9,981.0
598,GBP,9,981.0
2058,GBP,7,979.9300384521484
1265,GBP,14,979.8599700927734
1692,USD,140,978.599967956543
385,AUD,3,978.0
695,AUD,6,978.0
284,AUD,2,978.0
2143,EUR,6,978.0
724,EUR,6,978.0
1298,USD,39,975.0
1357,CAD,25,974.7500419616699
1390,USD,25,974.7500419616699
597,CAD,7,973.0
609,CAD,7,973.0
534,EUR,7,973.0
549,GBP,7,973.0
561,GBP,7,973.0
1766,EUR,18,972.0
1353,USD,36,971.6399917602539
1705,USD,141,970.0800161361694
652,GBP,8,968.0
500,GBP,14,966.0
732,AUD,6,960.0
1806,CAD,30,960.0
1802,EUR,30,960.0
732,EUR,6,960.0
684,USD,6,960.0
2250,USD,8,959.9199829101562
893,USD,16,959.8400268554688
